info1,info2,info_draft,info_team,name,sc_price
"
Age: 26yr 9mth    Games: 151     Born: May 14, 1992    
","
Height: 189cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #8 ",,Dyson Heppell,"
Supercoach Price: $551,500
  "
"
Age: 20yr 6mth    Games: 22     Born: August 29, 1998    
","
Height: 191cm    
Weight: 92kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #16 ",,Jack Henry,"
Supercoach Price: $336,100
  "
"
Age: 30yr 5mth    Games: 130     Born: September 11, 1988    
","
Height: 188cm    
Weight: 91kg    
Position:
            Midfield
      ","
Last Drafted: Round 5, Pick #82 ",,Ricky Henderson,"
Supercoach Price: $444,900
  "
"
Age: 29yr 2mth    Games: 165     Born: December 14, 1989    
","
Height: 196cm    
Weight: 98kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #8 ",,Lachlan Henderson,"
Supercoach Price: $386,000
  "
"
Age: 22yr 9mth    Games: 80     Born: May 5, 1996    
","
Height: 186cm    
Weight: 85kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #18 ",,Isaac Heeney,"
Supercoach Price: $529,200
  "
"
Age: 20yr 4mth    Games: 40     Born: October 26, 1998    
","
Height: 186cm    
Weight: 80kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #21 ",,Will Hayward,"
Supercoach Price: $325,200
  "
"
Age: 26yr 9mth    Games: 105     Born: May 18, 1992    
","
Height: 193cm    
Weight: 89kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #7 ",,Nick Haynes,"
Supercoach Price: $408,100
  "
"
Age: 23yr 8mth    Games: 0     Born: June 5, 1995    
","
Height: 181cm    
Weight: 77kg    
Position:
            Midfield
      ","
Last Drafted: Round 9, Pick #78 ",,Will Hayes,"
Supercoach Price: $117,300
  "
"
Age: 19yr 8mth    Games: 0     Born: June 9, 1999    
","
Height: 203cm    
Weight: 96kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #47 ",,Sam Hayes,"
Supercoach Price: $123,900
  "
"
Age: 19yr 8mth    Games: 0     Born: June 7, 1999    
","
Height: 186cm    
Weight: 88kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #27 ",,Kyron Hayden,"
Supercoach Price: $102,400
  "
"
Age: 30yr 7mth    Games: 232     Born: July 21, 1988    
","
Height: 198cm    
Weight: 103kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #41 ",,Tom Hawkins,"
Supercoach Price: $552,900
  "
"
Age: 18yr 4mth    Games: 0     Born: October 21, 2000    
","
Height: 190cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #14 ",,Jackson Hately,"
Supercoach Price: $148,800
  "
"
Age: 25yr 8mth    Games: 41     Born: June 7, 1993    
","
Height: 198cm    
Weight: 104kg    
Position:
            Defender
      ","
Last Drafted: Round 6, Pick #68 ",,Michael Hartley,"
Supercoach Price: $280,100
  "
"
Age: 28yr 6mth    Games: 153     Born: August 14, 1990    
","
Height: 183cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #4 ",,Hamish Hartlett,"
Supercoach Price: $349,200
  "
"
Age: 27yr 3mth    Games: 82     Born: November 7, 1991    
","
Height: 194cm    
Weight: 98kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #76 ",,Kyle Hartigan,"
Supercoach Price: $260,600
  "
"
Age: 23yr 4mth    Games: 69     Born: October 5, 1995    
","
Height: 185cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #2 ",,James Harmes,"
Supercoach Price: $453,800
  "
"
Age: 22yr     Games: 44     Born: February 5, 1997    
","
Height: 181cm    
Weight: 79kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #44 ",,Blake Hardwick,"
Supercoach Price: $403,400
  "
"
Age: 30yr 7mth    Games: 224     Born: July 18, 1988    
","
Height: 178cm    
Weight: 73kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #27 ",,Jarrod Harbrow,"
Supercoach Price: $444,400
  "
"
Age: 20yr 6mth    Games: 0     Born: August 27, 1998    
","
Height: 181cm    
Weight: 75kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #14 ",,Oliver Hanrahan,"
Supercoach Price: $123,900
  "
"
Age: 28yr     Games: 208     Born: February 24, 1991    
","
Height: 181cm    
Weight: 79kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #30 ",,Daniel Hannebery,"
Supercoach Price: $326,100
  "
"
Age: 24yr 11mth    Games: 35     Born: March 9, 1994    
","
Height: 189cm    
Weight: 87kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #46 ",,Mitchell Hannan,"
Supercoach Price: $325,700
  "
"
Age: 30yr 3mth    Games: 145     Born: November 15, 1988    
","
Height: 185cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 8, Pick #95 ",,Pearce Hanley,"
Supercoach Price: $296,400
  "
"
Age: 25yr 10mth    Games: 63     Born: April 9, 1993    
","
Height: 194cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #32 ",,Joel Hamling,"
Supercoach Price: $388,100
  "
"
Age: 19yr 10mth    Games: 0     Born: April 25, 1999    
","
Height: 181cm    
Weight: 70kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #72 ",,Brayden Ham,"
Supercoach Price: $117,300
  "
"
Age: 18yr 3mth    Games: 0     Born: November 17, 2000    
","
Height: 186cm    
Weight: 71kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #30 ",,Will Hamill,"
Supercoach Price: $117,300
  "
"
Age: 28yr 3mth    Games: 103     Born: November 9, 1990    
","
Height: 185cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #7 ",,Aaron Hall,"
Supercoach Price: $389,200
  "
"
Age: 20yr 8mth    Games: 16     Born: June 30, 1998    
","
Height: 187cm    
Weight: 76kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #33 ",,Zach Guthrie,"
Supercoach Price: $203,800
  "
"
Age: 26yr 6mth    Games: 141     Born: August 19, 1992    
","
Height: 187cm    
Weight: 86kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #23 ",,Cameron Guthrie,"
Supercoach Price: $346,100
  "
"
Age: 27yr 4mth    Games: 172     Born: October 16, 1991    
","
Height: 193cm    
Weight: 87kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #29 ",,Jack Gunston,"
Supercoach Price: $521,400
  "
"
Age: 21yr 6mth    Games: 15     Born: August 14, 1997    
","
Height: 183cm    
Weight: 79kg    
Position:
            Midfield
      ","
Last Drafted: Round 5, Pick #76 ",,Matt Guelfi,"
Supercoach Price: $333,300
  "
"
Age: 18yr 7mth    Games: 0     Born: July 28, 2000    
","
Height: 195cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #73 ",,Riley Grundy,"
Supercoach Price: $117,300
  "
"
Age: 32yr 9mth    Games: 255     Born: June 2, 1986    
","
Height: 192cm    
Weight: 105kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #42 ",,Heath Grundy,"
Supercoach Price: $419,000
  "
"
Age: 24yr 10mth    Games: 108     Born: April 15, 1994    
","
Height: 203cm    
Weight: 102kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #18 ",,Brodie Grundy,"
Supercoach Price: $708,200
  "
"
Age: 27yr 7mth    Games: 127     Born: July 16, 1991    
","
Height: 193cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #2 ",,Dylan Grimes,"
Supercoach Price: $335,500
  "
"
Age: 30yr 10mth    Games: 214     Born: April 19, 1988    
","
Height: 190cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #19 ",,Shaun Grigg,"
Supercoach Price: $432,700
  "
"
Age: 21yr 6mth    Games: 62     Born: August 24, 1997    
","
Height: 177cm    
Weight: 79kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #18 ",,Jade Gresham,"
Supercoach Price: $429,600
  "
"
Age: 30yr     Games: 135     Born: February 19, 1989    
","
Height: 181cm    
Weight: 87kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #32 ",,Levi Greenwood,"
Supercoach Price: $300,800
  "
"
Age: 26yr 11mth    Games: 37     Born: March 6, 1992    
","
Height: 191cm    
Weight: 92kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #48 ",,Hugh Greenwood,"
Supercoach Price: $466,600
  "
"
Age: 25yr 5mth    Games: 126     Born: September 25, 1993    
","
Height: 182cm    
Weight: 83kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #11 ",,Toby Greene,"
Supercoach Price: $354,600
  "
"
Age: 21yr 2mth    Games: 5     Born: December 20, 1997    
","
Height: 187cm    
Weight: 75kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #70 ",,Fergus Greene,"
Supercoach Price: $202,300
  "
"
Age: 18yr 10mth    Games: 0     Born: April 25, 2000    
","
Height: 186cm    
Weight: 75kg    
Position:
            Defender,
                Midfield
      ","
Last Drafted: Round 1, Pick #14 ",,Damon Greaves,"
Supercoach Price: $109,900
  "
"
Age: 27yr 1mth    Games: 76     Born: February 1, 1992    
","
Height: 176cm    
Weight: 78kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #29 ",,Sam Gray,"
Supercoach Price: $380,600
  "
"
Age: 30yr 11mth    Games: 199     Born: March 30, 1988    
","
Height: 183cm    
Weight: 84kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 4, Pick #55 ",,Robbie Gray,"
Supercoach Price: $525,500
  "
"
Age: 21yr     Games: 23     Born: February 25, 1998    
","
Height: 181cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #53 ",,Jack Graham,"
Supercoach Price: $364,100
  "
"
Age: 18yr 5mth    Games: 0     Born: September 12, 2000    
","
Height: 194cm    
Weight: 90kg    
Position:
            Defender,
                Ruck
      ","
Last Drafted: Round 5, Pick #71 ",,Caleb Graham,"
Supercoach Price: $117,300
  "
"
Age: 19yr 1mth    Games: 0     Born: February 1, 2000    
","
Height: 194cm    
Weight: 92kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #60 ",,Noah Gown,"
Supercoach Price: $117,300
  "
"
Age: 22yr 8mth    Games: 20     Born: June 10, 1996    
","
Height: 187cm    
Weight: 87kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #9 ",,Billy Gowers,"
Supercoach Price: $332,200
  "
"
Age: 30yr 8mth    Games: 212     Born: July 1, 1988    
","
Height: 201cm    
Weight: 103kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #37 ",,Todd Goldstein,"
Supercoach Price: $548,000
  "
"
Age: 31yr 9mth    Games: 165     Born: May 22, 1987    
","
Height: 193cm    
Weight: 93kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #63 ",,Tyson Goldsack,"
Supercoach Price: $257,400
  "
"
Age: 18yr 9mth    Games: 0     Born: May 6, 2000    
","
Height: 183cm    
Weight: 73kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #30 ",,Will Golds,"
Supercoach Price: $102,400
  "
"
Age: 22yr 6mth    Games: 10     Born: August 24, 1996    
","
Height: 197cm    
Weight: 96kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #1 ",,Hugh Goddard,"
Supercoach Price: $159,600
  "
"
Age: 24yr 6mth    Games: 69     Born: August 25, 1994    
","
Height: 191cm    
Weight: 86kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #53 ",,Martin Gleeson,"
Supercoach Price: $264,400
  "
"
Age: 21yr 5mth    Games: 10     Born: September 28, 1997    
","
Height: 189cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #62 ",,Conor Glass,"
Supercoach Price: $210,100
  "
"
Age: 19yr 11mth    Games: 10     Born: March 10, 1999    
","
Height: 175cm    
Weight: 71kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #21 ",,Stefan Giro,"
Supercoach Price: $269,800
  "
"
Age: 29yr 11mth    Games: 253     Born: March 15, 1989    
","
Height: 188cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #1 ",,Bryce Gibbs,"
Supercoach Price: $523,900
  "
,,,,Michael Gibbons,"
Supercoach Price: $102,400
  "
"
Age: 30yr 8mth    Games: 183     Born: June 23, 1988    
","
Height: 182cm    
Weight: 82kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #58 ",,Jarryn Geary,"
Supercoach Price: $430,800
  "
"
Age: 27yr 2mth    Games: 99     Born: December 30, 1991    
","
Height: 208cm    
Weight: 109kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #34 ",,Max Gawn,"
Supercoach Price: $692,100
  "
"
Age: 20yr 8mth    Games: 2     Born: June 30, 1998    
","
Height: 192cm    
Weight: 91kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #72 ",,Ryan Garthwaite,"
Supercoach Price: $231,800
  "
"
Age: 25yr 1mth    Games: 34     Born: January 8, 1994    
","
Height: 187cm    
Weight: 88kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #15 ",,Taylor Garner,"
Supercoach Price: $254,600
  "
"
Age: 19yr 9mth    Games: 0     Born: May 21, 1999    
","
Height: 184cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #60 ",,Joel Garner,"
Supercoach Price: $123,900
  "
"
Age: 29yr 7mth    Games: 178     Born: August 3, 1989    
","
Height: 180cm    
Weight: 72kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #85 ",,Jeff Garlett,"
Supercoach Price: $375,100
  "
"
Age: 22yr 10mth    Games: 28     Born: May 3, 1996    
","
Height: 180cm    
Weight: 74kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #78 ",,Jarrod Garlett,"
Supercoach Price: $249,700
  "
"
Age: 23yr 5mth    Games: 82     Born: September 22, 1995    
","
Height: 193cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #22 ",,Darcy Gardiner,"
Supercoach Price: $382,400
  "
"
Age: 20yr 9mth    Games: 17     Born: May 4, 1998    
","
Height: 182cm    
Weight: 76kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #15 ",,Jordan Gallucci,"
Supercoach Price: $297,200
  "
"
Age: 26yr 8mth    Games: 175     Born: June 16, 1992    
","
Height: 182cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #4 ",,Andrew Gaff,"
Supercoach Price: $587,400
  "
