info1,info2,info_draft,info_team,name,sc_price
"
Age: 20yr 9mth    Games: 0     Born: May 4, 1998    
","
Height: 180cm    
Weight: 76kg    
Position:
            Defender
      ",,,Derek Eggmolesse-Smith,"
Supercoach Price: $102,400
  "
"
Age: 30yr 4mth    Games: 231     Born: October 25, 1988    
","
Height: 182cm    
Weight: 81kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #26 ",,Shane Edwards,"
Supercoach Price: $470,600
  "
"
Age: 18yr 5mth    Games: 0     Born: October 1, 2000    
","
Height: 197cm    
Weight: 84kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #18 ",,Harry Edwards,"
Supercoach Price: $103,900
  "
"
Age: 28yr 11mth    Games: 235     Born: April 2, 1990    
","
Height: 188cm    
Weight: 89kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #13 ",,Brad Ebert,"
Supercoach Price: $471,500
  "
"
Age: 29yr     Games: 4     Born: February 9, 1990    
","
Height: 200cm    
Weight: 99kg    
Position:
            Defender
      ",,,Matt Eagles,"
Supercoach Price: $200,300
  "
"
Age: 18yr 7mth    Games: 0     Born: July 7, 2000    
","
Height: 186cm    
Weight: 74kg    
Position:
            Defender,
                Midfield
      ","
Last Drafted: Round 1, Pick #18 ",,Xavier Duursma,"
Supercoach Price: $130,800
  "
"
Age: 27yr 10mth    Games: 118     Born: April 24, 1991    
","
Height: 179cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #69 ",,Taylor Duryea,"
Supercoach Price: $340,000
  "
"
Age: 22yr 8mth    Games: 9     Born: June 6, 1996    
","
Height: 198cm    
Weight: 97kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #16 ",,Sam Durdin,"
Supercoach Price: $202,300
  "
"
Age: 24yr 1mth    Games: 85     Born: January 29, 1995    
","
Height: 184cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #18 ",,Luke Dunstan,"
Supercoach Price: $437,000
  "
"
Age: 31yr 9mth    Games: 196     Born: May 14, 1987    
","
Height: 192cm    
Weight: 102kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #15 ",,Lynden Dunn,"
Supercoach Price: $328,800
  "
"
Age: 22yr 1mth    Games: 43     Born: January 9, 1997    
","
Height: 190cm    
Weight: 88kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #25 ",,Josh Dunkley,"
Supercoach Price: $516,300
  "
"
Age: 27yr 8mth    Games: 180     Born: June 10, 1991    
","
Height: 188cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #28 ",,Mitchell Duncan,"
Supercoach Price: $576,500
  "
"
Age: 23yr 8mth    Games: 61     Born: June 30, 1995    
","
Height: 186cm    
Weight: 87kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #30 ",,Trent Dumont,"
Supercoach Price: $452,800
  "
"
Age: 20yr 10mth    Games: 10     Born: April 18, 1998    
","
Height: 192cm    
Weight: 79kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #3 ",,Taylin Duman,"
Supercoach Price: $381,100
  "
"
Age: 22yr 2mth    Games: 70     Born: December 11, 1996    
","
Height: 184cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #11 ",,Liam Duggan,"
Supercoach Price: $375,100
  "
"
Age: 20yr 5mth    Games: 0     Born: October 1, 1998    
","
Height: 190cm    
Weight: 85kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #33 ",,Willem Drew,"
Supercoach Price: $123,900
  "
"
Age: 20yr 5mth    Games: 0     Born: September 28, 1998    
","
Height: 203cm    
Weight: 105kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #1 ",,Sam Draper,"
Supercoach Price: $123,900
  "
"
Age: 19yr 4mth    Games: 20     Born: October 16, 1999    
","
Height: 184cm    
Weight: 80kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #3 ",,Paddy Dow,"
Supercoach Price: $323,500
  "
"
Age: 32yr     Games: 237     Born: February 6, 1987    
","
Height: 181cm    
Weight: 79kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #16 ",,Richard Douglas,"
Supercoach Price: $399,500
  "
"
Age: 22yr     Games: 20     Born: March 1, 1997    
","
Height: 188cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #17 ",,Tom Doedee,"
Supercoach Price: $446,200
  "
"
Age: 25yr 4mth    Games: 92     Born: October 17, 1993    
","
Height: 187cm    
Weight: 87kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #12 ",,Sam Docherty,"
Supercoach Price: $511,300
  "
"
Age: 20yr     Games: 0     Born: February 26, 1999    
","
Height: 194cm    
Weight: 95kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #44 ",,Hugh Dixon,"
Supercoach Price: $123,900
  "
"
Age: 28yr 5mth    Games: 126     Born: September 23, 1990    
","
Height: 200cm    
Weight: 108kg    
Position:
            Forward
      ",,,Charlie Dixon,"
Supercoach Price: $425,300
  "
"
Age: 31yr 5mth    Games: 96     Born: September 26, 1987    
","
Height: 184cm    
Weight: 85kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #57 ",,Tory Dickson,"
Supercoach Price: $263,300
  "
"
Age: 31yr 10mth    Games: 261     Born: April 18, 1987    
","
Height: 188cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Priority Pick #1 ",,Brett Deledio,"
Supercoach Price: $463,800
  "
"
Age: 19yr 7mth    Games: 2     Born: July 16, 1999    
","
Height: 201cm    
Weight: 92kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 2, Pick #30 ",,Tom De Koning,"
Supercoach Price: $171,500
  "
"
Age: 22yr 11mth    Games: 71     Born: March 15, 1996    
","
Height: 191cm    
Weight: 91kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #5 ",,Jordan De Goey,"
Supercoach Price: $476,400
  "
"
Age: 28yr 11mth    Games: 168     Born: March 10, 1990    
","
Height: 189cm    
Weight: 86kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #58 ",,Matthew De Boer,"
Supercoach Price: $448,500
  "
"
Age: 27yr 4mth    Games: 70     Born: October 13, 1991    
","
Height: 186cm    
Weight: 87kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #25 ",,Matthew Dea,"
Supercoach Price: $333,900
  "
"
Age: 26yr 5mth    Games: 110     Born: September 6, 1992    
","
Height: 197cm    
Weight: 102kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #3 ",,Sam Day,"
Supercoach Price: $301,700
  "
"
Age: 21yr 10mth    Games: 5     Born: April 9, 1997    
","
Height: 190cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #56 ",,Jordan Dawson,"
Supercoach Price: $260,600
  "
"
Age: 19yr 4mth    Games: 3     Born: November 3, 1999    
","
Height: 182cm    
Weight: 79kg    
Position:
            Midfield
      ",,,Jacob Dawson,"
Supercoach Price: $237,400
  "
"
Age: 27yr 11mth    Games: 50     Born: March 11, 1991    
","
Height: 195cm    
Weight: 97kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #33 ",,Majak Daw,"
Supercoach Price: $424,300
  "
"
Age: 28yr 6mth    Games: 143     Born: August 30, 1990    
","
Height: 197cm    
Weight: 96kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #10 ",,Phil Davis,"
Supercoach Price: $422,600
  "
"
Age: 21yr 9mth    Games: 0     Born: May 19, 1997    
","
Height: 187cm    
Weight: 82kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #75 ",,Ben Davis,"
Supercoach Price: $123,900
  "
"
Age: 19yr 8mth    Games: 7     Born: June 8, 1999    
","
Height: 188cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #4 ",,Luke Davies-Uniacke,"
Supercoach Price: $197,500
  "
"
Age: 26yr 8mth    Games: 172     Born: June 13, 1992    
","
Height: 191cm    
Weight: 95kg    
Position:
            Forward
      ","
Last Drafted: Priority Pick #26 ",,Jack Darling,"
Supercoach Price: $471,700
  "
"
Age: 20yr 8mth    Games: 15     Born: June 12, 1998    
","
Height: 201cm    
Weight: 111kg    
Position:
            Ruck
      ","
Last Drafted: Round 2, Pick #38 ",,Sean Darcy,"
Supercoach Price: $361,500
  "
"
Age: 24yr 11mth    Games: 100     Born: March 4, 1994    
","
Height: 200cm    
Weight: 95kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #10 ",,Joe Daniher,"
Supercoach Price: $277,800
  "
"
Age: 19yr 11mth    Games: 7     Born: March 9, 1999    
","
Height: 170cm    
Weight: 72kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #27 ",,Brent Daniels,"
Supercoach Price: $246,400
  "
"
Age: 22yr 7mth    Games: 74     Born: July 7, 1996    
","
Height: 168cm    
Weight: 72kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #46 ",,Caleb Daniel,"
Supercoach Price: $418,500
  "
"
Age: 28yr 10mth    Games: 224     Born: April 5, 1990    
","
Height: 189cm    
Weight: 92kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #10 ",,Patrick Dangerfield,"
Supercoach Price: $660,500
  "
"
Age: 22yr 7mth    Games: 40     Born: July 22, 1996    
","
Height: 183cm    
Weight: 82kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 3, Pick #45 ",,Bailey Dale,"
Supercoach Price: $311,600
  "
"
Age: 20yr 3mth    Games: 12     Born: November 26, 1998    
","
Height: 178cm    
Weight: 77kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #57 ",,Josh Daicos,"
Supercoach Price: $320,800
  "
"
Age: 26yr 6mth    Games: 154     Born: August 21, 1992    
","
Height: 179cm    
Weight: 77kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 4, Pick #70 ",,Luke Dahlhaus,"
Supercoach Price: $418,300
  "
"
Age: 24yr     Games: 63     Born: February 20, 1995    
","
Height: 191cm    
Weight: 91kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #33 ",,Tom Cutler,"
Supercoach Price: $439,700
  "
"
Age: 29yr 3mth    Games: 143     Born: November 7, 1989    
","
Height: 181cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 6, Pick #89 ",,Edward Curnow,"
Supercoach Price: $552,200
  "
"
Age: 22yr 1mth    Games: 47     Born: February 3, 1997    
","
Height: 194cm    
Weight: 91kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #12 ",,Charlie Curnow,"
Supercoach Price: $420,400
  "
"
Age: 27yr 8mth    Games: 187     Born: June 30, 1991    
","
Height: 185cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #5 ",,Ben Cunnington,"
Supercoach Price: $522,900
  "
"
Age: 25yr 2mth    Games: 104     Born: December 6, 1993    
","
Height: 182cm    
Weight: 77kg    
Position:
            Midfield
      ","
Last Drafted: Round 7, Pick #107 ",,Harry Cunningham,"
Supercoach Price: $410,100
  "
"
Age: 21yr 11mth    Games: 16     Born: March 30, 1997    
","
Height: 183cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #23 ",,David Cuningham,"
Supercoach Price: $250,100
  "
"
Age: 22yr 9mth    Games: 15     Born: May 7, 1996    
","
Height: 185cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #59 ",,Jordan Cunico,"
Supercoach Price: $381,500
  "
"
Age: 20yr 6mth    Games: 2     Born: August 11, 1998    
","
Height: 184cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #20 ",,Isaac Cumming,"
Supercoach Price: $173,700
  "
"
Age: 25yr 2mth    Games: 86     Born: December 24, 1993    
","
Height: 185cm    
Weight: 79kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #20 ",,Hayden Crozier,"
Supercoach Price: $428,900
  "
"
Age: 19yr 10mth    Games: 9     Born: April 28, 1999    
","
Height: 174cm    
Weight: 84kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #59 ",,Mitchell Crowden,"
Supercoach Price: $234,000
  "
"
Age: 23yr 10mth    Games: 90     Born: April 21, 1995    
","
Height: 182cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #23 ",,Matt Crouch,"
Supercoach Price: $551,300
  "
"
Age: 19yr 6mth    Games: 10     Born: August 16, 1999    
","
Height: 198cm    
Weight: 102kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #52 ",,Brayden Crossley,"
Supercoach Price: $270,900
  "
"
Age: 25yr 1mth    Games: 61     Born: January 14, 1994    
","
Height: 186cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #2 ",,Brad Crouch,"
Supercoach Price: $418,000
  "
"
Age: 18yr 10mth    Games: 0     Born: April 14, 2000    
","
Height: 191cm    
Weight: 78kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 4, Pick #69 ",,Joel Crocker,"
Supercoach Price: $117,300
  "
"
Age: 22yr     Games: 23     Born: February 19, 1997    
","
Height: 188cm    
Weight: 83kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #65 ",,Ben Crocker,"
Supercoach Price: $248,600
  "
"
Age: 25yr 5mth    Games: 110     Born: October 2, 1993    
","
Height: 190cm    
Weight: 91kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #86 ",,Jack Crisp,"
Supercoach Price: $519,900
  "
"
Age: 23yr 11mth    Games: 81     Born: March 18, 1995    
","
Height: 195cm    
Weight: 93kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #13 ",,Patrick Cripps,"
Supercoach Price: $648,200
  "
"
Age: 26yr 10mth    Games: 144     Born: April 23, 1992    
","
Height: 183cm    
Weight: 84kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #24 ",,Jamie Cripps,"
Supercoach Price: $440,000
  "
"
Age: 19yr 7mth    Games: 0     Born: July 15, 1999    
","
Height: 177cm    
Weight: 82kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #9 ",,Tobin Cox,"
Supercoach Price: $115,900
  "
"
Age: 27yr 11mth    Games: 44     Born: March 14, 1991    
","
Height: 211cm    
Weight: 108kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #60 ",,Mason Cox,"
Supercoach Price: $334,900
  "
"
Age: 21yr 6mth    Games: 12     Born: August 19, 1997    
","
Height: 183cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #24 ",,Cedric Cox,"
Supercoach Price: $166,100
  "
"
Age: 20yr 6mth    Games: 26     Born: August 13, 1998    
","
Height: 193cm    
Weight: 96kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #41 ",,Brennan Cox,"
Supercoach Price: $349,800
  "
"
Age: 20yr 11mth    Games: 7     Born: March 19, 1998    
","
Height: 185cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #46 ",,James Cousins,"
Supercoach Price: $219,900
  "
,,,,Matt Cottrell,"
Supercoach Price: $102,400
  "
"
Age: 28yr 10mth    Games: 220     Born: April 7, 1990    
","
Height: 185cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #2 ",,Trent Cotchin,"
Supercoach Price: $486,900
  "
"
Age: 24yr 9mth    Games: 75     Born: May 17, 1994    
","
Height: 195cm    
Weight: 95kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #14 ",,Aidan Corr,"
Supercoach Price: $299,600
  "
"
Age: 22yr 4mth    Games: 48     Born: October 27, 1996    
","
Height: 193cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #62 ",,Zaine Cordy,"
Supercoach Price: $328,400
  "
"
Age: 22yr 10mth    Games: 0     Born: April 23, 1996    
","
Height: 190cm    
Weight: 90kg    
Position:
            Forward
      ",,,Josh Corbett,"
Supercoach Price: $123,900
  "
"
Age: 19yr 9mth    Games: 0     Born: May 18, 1999    
","
Height: 191cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #36 ",,Charlie Constable,"
Supercoach Price: $123,900
  "
"
Age: 25yr 2mth    Games: 118     Born: December 15, 1993    
","
Height: 182cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #2 ",,Stephen Coniglio,"
Supercoach Price: $588,600
  "
"
Age: 26yr 6mth    Games: 104     Born: August 12, 1992    
","
Height: 181cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #6 ",,Reece Conca,"
Supercoach Price: $392,900
  "
"
Age: 27yr 6mth    Games: 87     Born: August 24, 1991    
","
Height: 175cm    
Weight: 79kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #26 ",,Travis Colyer,"
Supercoach Price: $282,300
  "
"
Age: 24yr 8mth    Games: 14     Born: June 15, 1994    
","
Height: 194cm    
Weight: 98kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #55 ",,Samuel Collins,"
Supercoach Price: $188,900
  "
"
Age: 19yr 1mth    Games: 0     Born: February 3, 2000    
","
Height: 193cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #20 ",,Riley Collier-Dawkins,"
Supercoach Price: $121,800
  "
"
Age: 19yr 8mth    Games: 0     Born: June 13, 1999    
","
Height: 200cm    
Weight: 97kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 2, Pick #20 ",,Callum Coleman-Jones,"
Supercoach Price: $123,900
  "
"
Age: 21yr 9mth    Games: 27     Born: May 28, 1997    
","
Height: 186cm    
Weight: 81kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #36 ",,Tom Cole,"
Supercoach Price: $339,900
  "
"
Age: 19yr 4mth    Games: 10     Born: October 23, 1999    
","
Height: 191cm    
Weight: 82kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #8 ",,Nicholas Coffield,"
Supercoach Price: $286,100
  "
"
Age: 22yr 4mth    Games: 34     Born: October 23, 1996    
","
Height: 186cm    
Weight: 90kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #10 ",,Nakia Cockatoo,"
Supercoach Price: $190,500
  "
"
Age: 24yr 11mth    Games: 60     Born: March 23, 1994    
","
Height: 193cm    
Weight: 93kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #29 ",,Tom Clurey,"
Supercoach Price: $350,300
  "
"
Age: 19yr 9mth    Games: 0     Born: May 22, 1999    
","
Height: 195cm    
Weight: 86kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #35 ",,Oscar Clavarino,"
Supercoach Price: $123,900
  "
"
Age: 28yr 11mth    Games: 101     Born: March 28, 1990    
","
Height: 203cm    
Weight: 85kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #37 ",,Zachary Clarke,"
Supercoach Price: $142,600
  "
"
Age: 21yr 8mth    Games: 40     Born: June 17, 1997    
","
Height: 184cm    
Weight: 87kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #31 ",,Ryan Clarke,"
Supercoach Price: $355,400
  "
"
Age: 20yr 5mth    Games: 1     Born: September 6, 1998    
","
Height: 186cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #63 ",,Dylan Clarke,"
Supercoach Price: $147,700
  "
"
Age: 18yr 4mth    Games: 0     Born: October 16, 2000    
","
Height: 184cm    
Weight: 78kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #15 ",,Jordan Clark,"
Supercoach Price: $144,300
  "
"
Age: 19yr 11mth    Games: 15     Born: March 26, 1999    
","
Height: 186cm    
Weight: 79kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #7 ",,Hunter Clark,"
Supercoach Price: $293,500
  "
"
Age: 27yr 9mth    Games: 120     Born: May 19, 1991    
","
Height: 177cm    
Weight: 80kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #40 ",,Allen Christensen,"
Supercoach Price: $395,000
  "
"
Age: 22yr 1mth    Games: 1     Born: January 29, 1997    
","
Height: 199cm    
Weight: 93kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #45 ",,Mabior Chol,"
Supercoach Price: $102,400
  "
"
Age: 19yr 1mth    Games: 0     Born: January 13, 2000    
","
Height: 173cm    
Weight: 75kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #15 ",,Kade Chandler,"
Supercoach Price: $108,400
  "
"
Age: 19yr 4mth    Games: 21     Born: October 7, 1999    
","
Height: 186cm    
Weight: 81kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #5 ",,Adam Cerra,"
Supercoach Price: $329,600
  "
"
Age: 28yr     Games: 61     Born: February 14, 1991    
","
Height: 204cm    
Weight: 102kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 4, Pick #59 ",,Jonathon Ceglar,"
Supercoach Price: $396,800
  "
"
Age: 23yr 2mth    Games: 0     Born: December 20, 1995    
","
Height: 173cm    
Weight: 72kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #45 ",,Ben Cavarra,"
Supercoach Price: $117,300
  "
"
Age: 22yr 7mth    Games: 52     Born: July 12, 1996    
","
Height: 181cm    
Weight: 80kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #29 ",,Jason Castagna,"
Supercoach Price: $317,000
  "
"
Age: 28yr 11mth    Games: 104     Born: March 15, 1990    
","
Height: 201cm    
Weight: 103kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #89 ",,Levi Casboult,"
Supercoach Price: $312,700
  "
"
Age: 19yr 1mth    Games: 0     Born: January 11, 2000    
","
Height: 182cm    
Weight: 75kg    
Position:
            Defender,
                Midfield
      ",,,Jason Carter,"
Supercoach Price: $102,400
  "
"
Age: 27yr 5mth    Games: 124     Born: October 1, 1991    
","
Height: 201cm    
Weight: 104kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #24 ",,Jake Carlisle,"
Supercoach Price: $422,100
  "
"
Age: 27yr 4mth    Games: 42     Born: November 2, 1991    
","
Height: 200cm    
Weight: 106kg    
Position:
            Ruck
      ","
Last Drafted: Round 6, Pick #98 ",,Tom Campbell,"
Supercoach Price: $264,400
  "
"
Age: 25yr 11mth    Games: 130     Born: April 1, 1993    
","
Height: 196cm    
Weight: 96kg    
Position:
            Forward
      ",,,Jeremy Cameron,"
Supercoach Price: $441,100
  "
"
Age: 18yr 10mth    Games: 0     Born: May 3, 2000    
","
Height: 183cm    
Weight: 72kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #39 ",,Jarrod Cameron,"
Supercoach Price: $117,300
  "
"
Age: 23yr 7mth    Games: 1     Born: July 18, 1995    
","
Height: 204cm    
Weight: 100kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #48 ",,Darcy Cameron,"
Supercoach Price: $135,700
  "
"
Age: 24yr 7mth    Games: 84     Born: July 5, 1994    
","
Height: 181cm    
Weight: 75kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #7 ",,Charlie Cameron,"
Supercoach Price: $387,400
  "
"
Age: 18yr 5mth    Games: 0     Born: September 28, 2000    
","
Height: 184cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #11 ",,Jye Caldwell,"
Supercoach Price: $162,300
  "
"
Age: 26yr 5mth    Games: 139     Born: September 28, 1992    
","
Height: 186cm    
Weight: 88kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #7 ",,Josh Caddy,"
Supercoach Price: $458,400
  "
"
Age: 18yr 11mth    Games: 0     Born: March 14, 2000    
","
Height: 189cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #41 ",,Jack Bytel,"
Supercoach Price: $117,300
  "
"
Age: 23yr 5mth    Games: 64     Born: September 20, 1995    
","
Height: 180cm    
Weight: 76kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #52 ",,Darcy Byrne-Jones,"
Supercoach Price: $389,600
  "
"
Age: 23yr     Games: 9     Born: March 2, 1996    
","
Height: 199cm    
Weight: 102kg    
Position:
            Forward
      ","
Last Drafted: Round 6, Pick #69 ",,Wylie Buzza,"
Supercoach Price: $213,300
  "
"
Age: 19yr 2mth    Games: 0     Born: December 31, 1999    
","
Height: 198cm    
Weight: 86kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 3, Pick #39 ",,Jordon Butts,"
Supercoach Price: $102,400
  "
"
Age: 18yr 5mth    Games: 0     Born: September 8, 2000    
","
Height: 181cm    
Weight: 71kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #12 ",,Zak Butters,"
Supercoach Price: $157,800
  "
"
Age: 22yr 9mth    Games: 38     Born: June 3, 1996    
","
Height: 182cm    
Weight: 80kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #67 ",,Daniel Butler,"
Supercoach Price: $317,000
  "
"
Age: 22yr 1mth    Games: 47     Born: January 31, 1997    
","
Height: 191cm    
Weight: 91kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #19 ",,Ryan Burton,"
Supercoach Price: $356,700
  "
"
Age: 36yr 4mth    Games: 358     Born: October 21, 1982    
","
Height: 186cm    
Weight: 89kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #12 ",,Shaun Burgoyne,"
Supercoach Price: $484,200
  "
"
Age: 23yr 3mth    Games: 0     Born: November 26, 1995    
","
Height: 191cm    
Weight: 82kg    
Position:
            Defender,
                Forward
      ",,,Chris Burgess,"
Supercoach Price: $123,900
  "
"
Age: 25yr 4mth    Games: 50     Born: October 19, 1993    
","
Height: 189cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #5 ",,Matthew Buntine,"
Supercoach Price: $252,000
  "
"
Age: 25yr 10mth    Games: 96     Born: April 5, 1993    
","
Height: 184cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #19 ",,Tomas Bugg,"
Supercoach Price: $272,100
  "
"
Age: 21yr 2mth    Games: 0     Born: December 17, 1997    
","
Height: 193cm    
Weight: 85kg    
Position:
            Midfield,
                Forward
      ",,,Jack Buckley,"
Supercoach Price: $123,900
  "
"
Age: 25yr 11mth    Games: 41     Born: March 16, 1993    
","
Height: 179cm    
Weight: 75kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #15 ",,Dylan Buckley,"
Supercoach Price: $165,000
  "
"
Age: 26yr 8mth    Games: 91     Born: June 8, 1992    
","
Height: 197cm    
Weight: 102kg    
Position:
            Forward
      ",,,Josh Bruce,"
Supercoach Price: $268,500
  "
"
Age: 19yr     Games: 0     Born: February 16, 2000    
","
Height: 187cm    
Weight: 77kg    
Position:
            Midfield
      ","
Last Drafted: Round 5, Pick #74 ",,Oscar Brownless,"
Supercoach Price: $117,300
  "
"
Age: 19yr 2mth    Games: 0     Born: December 9, 1999    
","
Height: 188cm    
Weight: 73kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #50 ",,Tyler Brown,"
Supercoach Price: $123,900
  "
"
Age: 30yr 2mth    Games: 167     Born: December 17, 1988    
","
Height: 196cm    
Weight: 99kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #10 ",,Nathan Brown,"
Supercoach Price: $227,600
  "
